emp_no,first_name,last_name,title,from_date,salary
12256,Guadalupe,Reghbati,Senior Staff,8/26/1992,40000
12256,Guadalupe,Reghbati,Staff,8/26/1985,40000
12264,Mart,Pagter,Engineer,1/9/1998,51816
12270,Shakhar,Kornyak,Senior Staff,8/19/1996,52840
12270,Shakhar,Kornyak,Staff,8/19/1989,52840
12272,Behnaam,Grandbois,Senior Staff,12/7/1992,43811
12272,Behnaam,Grandbois,Staff,12/8/1987,43811
12274,Garnik,Papadias,Engineer,4/1/1988,40000
12276,Yongmin,Lenart,Engineer,6/13/1993,59844
12276,Yongmin,Lenart,Senior Engineer,6/13/2001,59844
12303,Godehard,Braccini,Senior Staff,6/13/1988,40000
12308,Mototsugu,Cronau,Senior Staff,8/11/1991,58741
12308,Mototsugu,Cronau,Staff,8/11/1985,58741
12311,Susanne,Lubachevsky,Senior Engineer,10/22/1985,40000
12312,Chenye,Velasco,Assistant Engineer,11/24/1988,52344
12312,Chenye,Velasco,Engineer,11/24/1994,52344
12327,DAIDA,Bruckman,Engineer,10/16/1986,67449
12327,DAIDA,Bruckman,Senior Engineer,10/15/1992,67449
12335,Arnould,Genin,Senior Staff,12/1/1995,40000
12341,Rasiah,Luga,Engineer,5/25/1985,40000
12341,Rasiah,Luga,Senior Engineer,5/25/1990,40000
12343,Sorina,Slaats,Senior Staff,8/25/1997,52134
12343,Sorina,Slaats,Staff,8/25/1988,52134
12365,Kamakshi,Bisiani,Engineer,9/12/1988,40000
12365,Kamakshi,Bisiani,Senior Engineer,9/12/1994,40000
12373,Mooi,Driscoll,Senior Staff,11/11/1993,75986
12395,Sanjit,Felder,Senior Staff,6/5/1995,66909
12399,Mihalis,Luga,Senior Staff,12/6/1996,85582
12399,Mihalis,Luga,Staff,12/7/1987,85582
12122,Satoru,Krone,Senior Engineer,7/23/1992,46398
12411,Shao,Ibel,Senior Staff,8/17/1991,97610
12411,Shao,Ibel,Staff,8/17/1986,97610
12123,Xiahua,Syrzycki,Senior Staff,7/18/1994,64879
12123,Xiahua,Syrzycki,Staff,7/18/1987,64879
12413,Hugh,Gadepally,Engineer,3/4/1994,53179
12413,Hugh,Gadepally,Senior Engineer,3/4/1999,53179
12125,Shounak,Erman,Engineer,3/31/1997,41215
12415,Uri,Sluis,Staff,10/17/1994,53615
12417,Dannz,Spelt,Senior Engineer,2/2/1998,67342
12128,Yannik,Barreiro,Staff,8/16/1997,81527
12422,Berhard,Demos,Senior Staff,6/7/2001,71376
12422,Berhard,Demos,Staff,6/7/1993,71376
12149,Suebskul,Grandbois,Senior Staff,10/1/1988,109934
12451,Pramod,Marzano,Engineer,11/26/1986,40000
12451,Pramod,Marzano,Senior Engineer,11/26/1991,40000
12454,Kerryn,Farris,Staff,12/18/1998,41347
12589,Anoosh,Chleq,Engineer,9/8/1988,59441
12464,Shai,Milicic,Staff,6/1/1998,50448
12475,Filipe,Roison,Engineer,4/26/1987,40000
12475,Filipe,Roison,Senior Engineer,4/25/1996,40000
12478,Yahiko,Hopewell,Senior Staff,7/5/1997,50404
12478,Yahiko,Hopewell,Staff,7/6/1991,50404
12487,Mona,Reghbati,Senior Staff,12/7/1998,40000
12489,Arnould,Munck,Senior Engineer,4/11/1986,63306
12490,Jackson,Muchinsky,Engineer,5/9/1994,40000
12490,Jackson,Muchinsky,Senior Engineer,5/8/2000,40000
12493,Filipp,Menhardt,Senior Engineer,8/8/1988,40000
12497,Stein,Penz,Senior Staff,9/25/1997,81191
12497,Stein,Penz,Staff,9/25/1989,81191
12501,Morrie,Matheson,Senior Staff,6/5/1986,76082
12504,Adly,Rosaz,Engineer,8/14/1997,40000
12514,Tomofumi,Melter,Engineer,11/13/1999,54241
12528,Conor,Cincotta,Senior Staff,9/24/1997,40000
12528,Conor,Cincotta,Staff,9/24/1988,40000
12534,Yongmao,Gerlach,Senior Engineer,8/14/1985,66715
12541,Shih,Nanard,Senior Staff,8/31/1996,93105
12541,Shih,Nanard,Staff,8/31/1988,93105
12542,Kazuhide,Bouloucos,Senior Staff,9/11/1993,44176
12542,Kazuhide,Bouloucos,Staff,9/12/1987,44176
12551,Jeane,Tzvieli,Engineer,12/4/1987,40000
12589,Anoosh,Chleq,Senior Engineer,9/8/1997,59441
12551,Jeane,Tzvieli,Senior Engineer,12/3/1993,40000
12553,Aral,Vesna,Senior Staff,2/28/1987,40000
12557,Stafford,Kopetz,Senior Engineer,3/20/1988,41840
12596,Breannda,Roisin,Senior Staff,9/29/1996,40000
12601,Ghassan,Simkin,Assistant Engineer,7/9/1992,41714
12662,Leucio,Alvarado,Assistant Engineer,8/27/1985,69016
12662,Leucio,Alvarado,Engineer,8/27/1994,69016
12663,Nobuyoshi,Stellhorn,Technique Leader,9/29/1986,49966
12664,Zhonghua,Parveen,Staff,8/4/1999,40000
12601,Ghassan,Simkin,Engineer,7/9/1997,41714
12601,Ghassan,Simkin,Senior Engineer,7/9/2002,41714
12608,Nectarios,Mondadori,Senior Staff,2/22/2000,40000
12678,Carrsten,Borovoy,Engineer,6/26/1999,44529
12689,Luerbio,Boudaillier,Engineer,11/23/1992,59689
12689,Luerbio,Boudaillier,Senior Engineer,11/23/2001,59689
12691,Oddvar,Gils,Engineer,8/25/1992,48493
12691,Oddvar,Gils,Senior Engineer,8/25/1998,48493
12608,Nectarios,Mondadori,Staff,2/22/1991,40000
12694,Kazuhira,Luders,Engineer,12/1/1995,53019
12697,Uri,Brizzi,Senior Staff,7/11/1994,40000
12697,Uri,Brizzi,Staff,7/11/1986,40000
12635,Xinyu,Restivo,Engineer,2/3/1995,40000
12709,Ronghao,Botman,Engineer,2/26/1995,45510
12709,Ronghao,Botman,Senior Engineer,2/25/2001,45510
12717,Tzu,Jiafu,Staff,10/20/1999,53194
12722,Elliott,Cheshire,Senior Staff,3/29/1985,62325
12726,Fumitake,Panwar,Senior Engineer,5/19/1994,61177
12729,Nahla,Rahier,Engineer,10/15/1992,51796
12729,Nahla,Rahier,Senior Engineer,10/15/1997,51796
12730,Barry,Perl,Technique Leader,7/24/1993,40000
12731,Yongmao,Waymire,Senior Staff,4/5/1988,40000
12732,Mara,Takanami,Senior Staff,4/6/1988,74436
12635,Xinyu,Restivo,Senior Engineer,2/3/2000,40000
12734,Gil,Frijda,Senior Engineer,3/3/1986,40000
12755,Rildo,Rodite,Senior Staff,3/18/1994,40196
12755,Rildo,Rodite,Staff,3/18/1987,40196
12637,Poorav,Karner,Senior Staff,11/2/1995,44370
12637,Poorav,Karner,Staff,11/2/1990,44370
12638,Yuqun,Seiwald,Engineer,4/29/1999,56677
12642,Suebskul,Gips,Senior Staff,10/28/2001,68271
12642,Suebskul,Gips,Staff,10/28/1996,68271
12759,LiMin,Kuszyk,Senior Staff,5/31/1987,49963
12651,Pragnesh,Bael,Senior Staff,1/27/1988,75150
12773,Jenwei,Lovengreen,Engineer,3/5/1985,65556
12773,Jenwei,Lovengreen,Senior Engineer,3/5/1994,65556
12775,Mariangiola,Berendt,Assistant Engineer,2/24/1991,69805
12775,Mariangiola,Berendt,Engineer,2/24/1999,69805
12790,Gunilla,Perl,Senior Staff,8/7/2000,87760
12790,Gunilla,Perl,Staff,8/8/1995,87760
12795,Masoud,Fordan,Senior Staff,6/23/1997,56969
12795,Masoud,Fordan,Staff,6/23/1988,56969
12798,Lillian,Beeson,Senior Staff,12/26/1996,81145
12798,Lillian,Beeson,Staff,12/27/1987,81145
12803,Gad,Boissier,Senior Staff,3/16/1990,91789
12803,Gad,Boissier,Staff,3/16/1985,91789
12815,Sushant,Junot,Senior Staff,2/27/1993,65073
12815,Sushant,Junot,Staff,2/27/1985,65073
12816,Freyja,Ramras,Engineer,4/18/1985,66194
12816,Freyja,Ramras,Senior Engineer,4/18/1992,66194
12819,Mountaz,Gubsky,Engineer,9/9/1989,48455
12819,Mountaz,Gubsky,Senior Engineer,9/9/1996,48455
12846,Krisda,Cyne,Senior Staff,10/15/2000,63962
12846,Krisda,Cyne,Staff,10/16/1994,63962
12848,Kazuhide,Smeets,Engineer,5/11/1997,40000
12853,Mang,Brobst,Senior Staff,1/4/1993,47160
12853,Mang,Brobst,Staff,1/5/1987,47160
12863,Leif,Matheson,Engineer,9/6/1985,62803
12863,Leif,Matheson,Senior Engineer,9/6/1990,62803
12872,Marl,Schmittgen,Senior Staff,9/9/1993,56040
12872,Marl,Schmittgen,Staff,9/9/1986,56040
12876,Apostol,Goodrum,Engineer,9/1/1999,42277
12879,Baruch,Eugenio,Engineer,6/11/1990,40000
12879,Baruch,Eugenio,Senior Engineer,6/11/1995,40000
12888,Martien,Erni,Senior Staff,5/6/1992,41673
12888,Martien,Erni,Staff,5/7/1986,41673
12890,Neven,Casley,Senior Staff,10/31/1985,66803
12893,Licheng,Crouzet,Senior Staff,3/18/1995,50803
12893,Licheng,Crouzet,Staff,3/18/1987,50803
12895,Roddy,Serot,Senior Engineer,8/15/1993,40000
12905,Munehiro,Gecsei,Engineer,7/19/1987,58659
12905,Munehiro,Gecsei,Senior Engineer,7/18/1993,58659
12922,Jacqueline,Porenta,Senior Staff,11/20/1985,69441
12926,Heekeun,Luby,Senior Staff,12/24/1992,68314
12926,Heekeun,Luby,Staff,12/24/1985,68314
12937,Arup,Cincotta,Staff,10/27/1991,59206
12940,Odinaldo,Farrar,Engineer,12/12/1987,49760
12940,Odinaldo,Farrar,Senior Engineer,12/11/1992,49760
12941,Tommaso,Perelgut,Engineer,11/6/1986,67069
12941,Tommaso,Perelgut,Senior Engineer,11/6/1995,67069
12949,Geoff,Asrin,Engineer,2/12/1987,40000
12949,Geoff,Asrin,Senior Engineer,2/12/1992,40000
12951,Mohammad,Keirsey,Senior Staff,9/17/1987,60566
12972,Juyoung,Azevdeo,Staff,4/3/1988,40000
12974,Gift,Frolund,Senior Staff,10/24/1994,93034
12974,Gift,Frolund,Staff,10/24/1986,93034
12977,Byong,Markovitch,Engineer,8/24/1987,61326
12977,Byong,Markovitch,Senior Engineer,8/23/1992,61326
12983,Elliott,Hambrick,Staff,6/28/1999,57252
13012,Florina,Harbusch,Senior Engineer,12/24/1987,40000
13046,Vivian,Stafford,Senior Staff,4/19/1987,40000
13030,Yahiko,Kroll,Senior Staff,11/25/1999,51770
13030,Yahiko,Kroll,Staff,11/25/1993,51770
13047,Atilio,Chelton,Engineer,2/26/1992,52323
13047,Atilio,Chelton,Senior Engineer,2/25/1997,52323
13146,Haldon,Erie,Senior Staff,5/25/1985,61398
13147,Shichao,Ginesta,Senior Staff,6/29/1998,77429
13147,Shichao,Ginesta,Staff,6/29/1993,77429
13049,Fan,Naudin,Staff,10/6/1985,60266
13062,Xinglin,Baak,Technique Leader,1/8/1993,55665
13156,Akeel,Millington,Engineer,8/18/1992,48285
13156,Akeel,Millington,Senior Engineer,8/18/2000,48285
13165,Lucian,Benner,Engineer,3/16/1988,42796
13165,Lucian,Benner,Senior Engineer,3/17/1995,42796
13168,Munir,Stentiford,Engineer,9/11/1987,49210
13168,Munir,Stentiford,Senior Engineer,9/10/1992,49210
13170,Cheong,Bernardeschi,Senior Staff,1/9/1998,49012
13170,Cheong,Bernardeschi,Staff,1/9/1993,49012
13171,Anoosh,Birnbaum,Engineer,8/31/1987,40000
13171,Anoosh,Birnbaum,Senior Engineer,8/31/1995,40000
13173,Arve,Horswill,Senior Staff,9/23/1996,46354
13173,Arve,Horswill,Staff,9/24/1987,46354
13179,Moty,Janocha,Staff,2/19/1999,90233
13182,Kokou,Rodite,Engineer,3/3/1999,46832
13186,Kyoichi,Barbanera,Senior Staff,4/29/1995,93138
13186,Kyoichi,Barbanera,Staff,4/29/1986,93138
13075,Rosella,Morrin,Senior Staff,8/17/1991,40000
13192,Rosita,Flowers,Technique Leader,2/1/1993,43986
13202,Aram,Scharstein,Senior Staff,3/28/1992,51915
13202,Aram,Scharstein,Staff,3/29/1986,51915
13210,Jianhua,Klassen,Senior Staff,7/27/2002,83961
13210,Jianhua,Klassen,Staff,7/27/1997,83961
13213,Hein,Billawala,Senior Staff,8/30/1993,61131
13213,Hein,Billawala,Staff,8/30/1988,61131
13221,Premsyl,Famili,Senior Staff,2/26/1993,47724
13221,Premsyl,Famili,Staff,2/27/1987,47724
13075,Rosella,Morrin,Staff,8/17/1986,40000
13232,Mitchel,Fujisaki,Technique Leader,6/2/1986,40000
13233,Alselm,Chvatal,Engineer,3/31/1987,49414
13233,Alselm,Chvatal,Senior Engineer,3/31/1995,49414
13076,Deniz,Skafidas,Engineer,1/28/1995,50582
13238,Ebru,Foote,Senior Staff,10/10/1998,40000
13238,Ebru,Foote,Staff,10/10/1993,40000
13240,King,Pileggi,Engineer,3/10/1994,49018
13240,King,Pileggi,Senior Engineer,3/10/2001,49018
13096,Ibibia,Armand,Engineer,4/22/1994,52544
13243,Fay,Huxford,Staff,9/18/1999,67269
13250,Zeydy,Schusler,Assistant Engineer,10/28/1988,47829
13250,Zeydy,Schusler,Engineer,10/28/1993,47829
13250,Zeydy,Schusler,Senior Engineer,10/27/1998,47829
13096,Ibibia,Armand,Senior Engineer,4/22/2001,52544
13103,Srinidhi,Ellozy,Senior Engineer,6/19/1988,40000
13272,Arun,Jiang,Senior Staff,3/10/1985,40000
13113,Kwun,Landherr,Staff,1/16/1993,66941
13276,Yechiam,Seuren,Senior Staff,3/9/1991,65836
13276,Yechiam,Seuren,Staff,3/9/1986,65836
13124,Quingbo,Garnick,Senior Staff,3/17/1985,73785
13288,Muneo,Broomell,Senior Staff,4/14/1995,40000
13288,Muneo,Broomell,Staff,4/14/1987,40000
13291,Georg,Stamatiou,Engineer,10/30/1986,54720
13291,Georg,Stamatiou,Senior Engineer,10/30/1993,54720
13299,Guiseppe,Butner,Staff,3/8/1997,40000
13302,Mack,Alencar,Engineer,9/26/1990,40000
13302,Mack,Alencar,Senior Engineer,9/26/1997,40000
13305,Bikash,Herath,Senior Staff,7/17/1994,104969
13305,Bikash,Herath,Staff,7/17/1985,104969
13315,Sakthirel,Stroustrup,Engineer,6/2/1991,40000
13315,Sakthirel,Stroustrup,Senior Engineer,6/2/1999,40000
13332,Nidapan,Pearson,Assistant Engineer,9/24/1987,40000
13332,Nidapan,Pearson,Engineer,9/23/1992,40000
13332,Nidapan,Pearson,Senior Engineer,9/23/1997,40000
13333,Yoshinari,Hennebert,Assistant Engineer,3/23/1988,50997
13333,Yoshinari,Hennebert,Engineer,3/23/1996,50997
13341,Bodh,Doering,Senior Staff,3/10/1992,40000
13341,Bodh,Doering,Staff,3/11/1986,40000
13343,Heon,Usery,Senior Staff,7/30/1995,40000
13343,Heon,Usery,Staff,7/29/1988,40000
13368,Kiyokazu,Klassen,Staff,9/30/1997,52872
13371,Nakhoon,Riexinger,Senior Engineer,12/13/1991,40000
13373,Juichirou,Naumovich,Senior Staff,8/23/2000,82749
13373,Juichirou,Naumovich,Staff,8/24/1991,82749
13385,Claudi,Buchter,Senior Staff,6/10/1986,40000
13386,Khosrow,Sgarro,Technique Leader,2/23/1986,91420
13389,Divine,Cmelik,Senior Staff,3/23/1988,40000
13392,Fumitake,Beidas,Senior Staff,8/26/1993,69221
13392,Fumitake,Beidas,Staff,8/26/1988,69221
13396,Chuanyi,Aumann,Senior Staff,3/29/1994,40000
13402,Augustine,Dulli,Engineer,9/12/1999,40000
13133,Guther,Senzako,Senior Staff,9/3/1991,67777
13405,Randy,Baba,Senior Staff,5/10/1990,60799
13407,Gio,Chenoweth,Engineer,10/3/1992,60348
13407,Gio,Chenoweth,Senior Engineer,10/3/2001,60348
13408,Sreekrishna,Lagarias,Engineer,7/25/1995,52479
13408,Sreekrishna,Lagarias,Senior Engineer,7/24/2000,52479
13415,Nathalie,Speer,Technique Leader,4/25/1991,61838
13422,Vishwani,Gerlach,Engineer,1/17/1988,59466
13133,Guther,Senzako,Staff,9/3/1985,67777
13422,Vishwani,Gerlach,Senior Engineer,1/17/1995,59466
13134,Lorien,Chepyzhov,Engineer,10/23/1987,51227
13134,Lorien,Chepyzhov,Senior Engineer,10/22/1993,51227
13442,Giordano,Miake,Senior Staff,6/16/1994,40000
13442,Giordano,Miake,Staff,6/16/1987,40000
13443,Mayuko,Puppo,Engineer,12/26/1990,40000
13443,Mayuko,Puppo,Senior Engineer,12/25/1996,40000
13144,Persi,Nollmann,Senior Staff,6/19/1997,52825
13144,Persi,Nollmann,Staff,6/19/1989,52825
13546,Aimee,Brookner,Engineer,10/26/1988,50295
13445,Renee,Dehkordi,Engineer,11/29/1996,53194
13451,Gretta,Weiland,Senior Staff,8/23/1995,40000
13451,Gretta,Weiland,Staff,8/23/1986,40000
13457,Shooichi,Parfitt,Engineer,1/18/1986,40812
13457,Shooichi,Parfitt,Senior Engineer,1/18/1991,40812
13458,Feipei,Nivat,Engineer,3/2/1989,41375
13458,Feipei,Nivat,Senior Engineer,3/2/1995,41375
13463,Theron,Berstel,Engineer,1/26/1988,40000
13463,Theron,Berstel,Senior Engineer,1/25/1993,40000
13465,Sasan,Rehfuss,Engineer,3/12/1999,49821
13493,Uinam,Jullig,Engineer,9/7/1987,40000
13493,Uinam,Jullig,Senior Engineer,9/6/1992,40000
13546,Aimee,Brookner,Senior Engineer,10/26/1997,50295
13549,Matk,Koprowski,Technique Leader,6/18/1997,40000
13504,Parto,Mandell,Assistant Engineer,12/21/1986,41895
13504,Parto,Mandell,Engineer,12/21/1994,41895
13552,Ingmar,Capobianchi,Senior Staff,3/23/1993,73346
13521,Jaewoo,Tasistro,Engineer,12/16/1988,40000
13524,Chaoyi,Porotnikoff,Senior Staff,10/27/2000,52849
13524,Chaoyi,Porotnikoff,Staff,10/28/1995,52849
13552,Ingmar,Capobianchi,Staff,3/23/1985,73346
13560,Sibyl,Jeong,Assistant Engineer,7/28/1986,40000
13535,Arunas,Schlenzig,Assistant Engineer,5/19/1986,40000
13535,Arunas,Schlenzig,Engineer,5/19/1993,40000
13535,Arunas,Schlenzig,Senior Engineer,5/19/2000,40000
13560,Sibyl,Jeong,Engineer,7/28/1994,40000
13576,Jungsoon,Engberts,Senior Staff,8/29/2001,73022
13576,Jungsoon,Engberts,Staff,8/29/1992,73022
13648,Zejun,Lamba,Technique Leader,11/16/1985,47723
13578,Tadahiko,Christianini,Technique Leader,5/22/1994,62885
13651,Stamatina,Plesums,Engineer,9/2/1987,62278
13653,Kristen,Iivonen,Senior Staff,1/17/2000,53242
13653,Kristen,Iivonen,Staff,1/17/1991,53242
13605,Dmitry,Encarnacion,Senior Staff,9/29/1991,70404
13670,Moti,Takanami,Senior Engineer,6/30/1988,40000
13680,Denny,Speer,Staff,2/5/1996,46968
13684,Elvia,Christ,Senior Staff,2/6/1985,79100
13685,Weicheng,Hockney,Engineer,11/29/1991,48322
13685,Weicheng,Hockney,Senior Engineer,11/29/1999,48322
13697,Shuichi,Weedon,Technique Leader,6/20/1985,40000
13698,Domenico,Mitchem,Engineer,3/19/1991,57541
13605,Dmitry,Encarnacion,Staff,9/29/1985,70404
13704,Vishu,Kumaresan,Engineer,10/1/1987,40000
13704,Vishu,Kumaresan,Senior Engineer,10/1/1995,40000
13621,Fei,Haddadi,Assistant Engineer,2/9/1987,73192
13721,Sugwoo,Delgrossi,Senior Staff,9/20/2001,64754
13721,Sugwoo,Delgrossi,Staff,9/21/1995,64754
13727,Vitali,Merey,Staff,10/7/1999,50798
13621,Fei,Haddadi,Engineer,2/9/1995,73192
13624,Zhigen,Yurek,Senior Staff,5/11/1996,40000
13624,Zhigen,Yurek,Staff,5/12/1987,40000
13629,Dzung,Trelles,Engineer,1/3/1987,40000
13738,Bangqing,Mitchem,Engineer,6/30/1998,48349
13747,Masaru,Capobianchi,Senior Staff,3/6/1987,47752
13629,Dzung,Trelles,Senior Engineer,1/3/1994,40000
13841,Christophe,Spinelli,Technique Leader,2/1/1992,52277
13766,Tremaine,Heemskerk,Senior Staff,8/18/1986,43748
13768,Sedat,Lovengreen,Staff,11/19/1986,40000
13769,Yakichi,Trogemann,Senior Staff,10/18/1988,61025
13775,Arve,Maierhofer,Senior Staff,10/21/1994,70161
13775,Arve,Maierhofer,Staff,10/21/1987,70161
13786,Takushi,Berendt,Senior Staff,5/19/1995,74494
13786,Takushi,Berendt,Staff,5/19/1989,74494
13787,Xiaobin,Sinicrope,Engineer,10/30/1990,40000
13787,Xiaobin,Sinicrope,Senior Engineer,10/29/1996,40000
13788,Takahira,Furedi,Assistant Engineer,4/3/1997,40000
13792,Valery,Sury,Senior Staff,7/27/1991,59127
13792,Valery,Sury,Staff,7/27/1985,59127
13795,Mayuri,Gewali,Technique Leader,8/4/1986,49749
13796,Paloma,Thorelli,Engineer,1/1/1996,50962
13801,Shih,Mayerwieser,Staff,5/26/1999,64182
13809,Kiyotoshi,Basagni,Senior Staff,1/12/1991,43735
13809,Kiyotoshi,Basagni,Staff,1/12/1986,43735
13815,Guadalupe,Plotkin,Engineer,9/9/1985,40000
13815,Guadalupe,Plotkin,Senior Engineer,9/9/1993,40000
13825,Arlette,Pell,Technique Leader,8/2/1986,54704
13934,Shiv,Bratsberg,Senior Engineer,4/5/1990,46507
13942,Elzbieta,Esteva,Technique Leader,10/13/1997,40000
13951,Mooi,Genther,Senior Staff,12/28/1990,82054
13951,Mooi,Genther,Staff,12/28/1985,82054
13960,Nechama,Hettesheimer,Senior Staff,4/6/1996,43204
13962,Maris,Ghelli,Senior Engineer,10/26/1994,67965
13966,Boguslaw,Cooman,Senior Staff,12/26/1990,40000
13969,Jianwen,Chandrasekhar,Technique Leader,5/29/1985,60392
13979,Turgut,Highland,Engineer,6/8/1986,50381
13979,Turgut,Highland,Senior Engineer,6/8/1995,50381
13986,Geraldo,Ramsey,Staff,12/3/1985,46099
13990,Deborah,Schapiro,Assistant Engineer,6/10/1988,52723
13990,Deborah,Schapiro,Engineer,6/10/1996,52723
13992,Ulises,Kenevan,Senior Staff,7/27/1994,81318
13992,Ulises,Kenevan,Staff,7/27/1988,81318
13999,Florian,Crouzet,Senior Staff,2/25/2000,40000
13999,Florian,Crouzet,Staff,2/25/1995,40000
14005,Vojin,Stellhorn,Technique Leader,5/10/1985,40000
14015,Manibrata,Picaronny,Senior Engineer,8/15/1997,63084
14034,Aloys,Seghrouchni,Senior Staff,8/26/1991,69700
14034,Aloys,Seghrouchni,Staff,8/26/1985,69700
14041,Shan,DeMori,Senior Staff,12/22/1995,63235
14041,Shan,DeMori,Staff,12/22/1987,63235
14045,Ymte,Alpin,Staff,12/28/1993,40000
14067,Godehard,Trachtenberg,Engineer,2/14/1994,44669
14067,Godehard,Trachtenberg,Senior Engineer,2/14/2000,44669
13842,Juichirou,Cichocki,Senior Staff,4/20/2000,40000
14088,Mori,Leslie,Senior Staff,11/10/1994,44821
13842,Juichirou,Cichocki,Staff,4/21/1991,40000
14088,Mori,Leslie,Staff,11/10/1987,44821
13846,Guiseppe,Welham,Senior Staff,3/20/1985,61097
14102,Feixiong,Jording,Engineer,4/3/1989,48200
13853,Mingsen,Roohalamini,Senior Staff,3/25/1991,61615
14107,Xiahua,Rindone,Senior Staff,12/15/1999,82396
14107,Xiahua,Rindone,Staff,12/15/1991,82396
14111,Leszek,Cummings,Senior Staff,9/26/1999,52696
14111,Leszek,Cummings,Staff,9/25/1992,52696
14113,Along,Herber,Engineer,11/17/1985,46841
13859,Anoosh,Fujisawa,Engineer,8/23/1987,40000
14118,Kasturi,Anido,Senior Staff,4/6/1985,46248
13859,Anoosh,Fujisawa,Senior Engineer,8/22/1992,40000
13883,Kwangyoen,Barreiro,Senior Engineer,2/23/1988,40000
14139,Sachin,Conry,Engineer,1/7/1995,40000
13884,Kensei,Swift,Engineer,12/21/1998,44785
14167,Adas,Hertweck,Engineer,12/1/1985,40000
14167,Adas,Hertweck,Senior Engineer,12/1/1994,40000
13894,Ult,Schonegge,Assistant Engineer,11/28/1987,48958
13894,Ult,Schonegge,Engineer,11/28/1995,48958
13904,Youngkon,Cairo,Senior Engineer,9/3/1987,73885
14191,Jiann,Luby,Engineer,1/16/1987,40155
14191,Jiann,Luby,Senior Engineer,1/15/1993,40155
14197,Adin,Chachaty,Senior Staff,1/20/1993,52474
14197,Adin,Chachaty,Staff,1/21/1987,52474
14209,Masanao,Kusakabe,Senior Staff,4/6/1988,40000
13914,Serge,Albarhamtoshy,Senior Staff,8/7/1985,41526
14220,Tomofumi,Pargas,Senior Engineer,12/2/1987,68017
14224,Guther,Conta,Staff,1/30/1986,40000
13916,Vidya,Wynblatt,Senior Staff,6/6/1995,90797
13916,Vidya,Wynblatt,Staff,6/6/1986,90797
13930,Sukumar,Chartres,Senior Staff,11/26/1992,78867
14232,Masali,Bojadziev,Engineer,9/10/1994,50568
13930,Sukumar,Chartres,Staff,11/26/1985,78867
14232,Masali,Bojadziev,Senior Engineer,9/10/1999,50568
14236,Xuedong,Angiulli,Senior Staff,11/7/1988,40000
14237,Abdulla,Gerlach,Engineer,6/13/1986,57219
14237,Abdulla,Gerlach,Senior Engineer,6/13/1994,57219
14340,Vitaly,Wixon,Engineer,12/19/1986,42858
14242,Sudhanshu,Benaini,Senior Staff,6/27/1992,40000
14242,Sudhanshu,Benaini,Staff,6/27/1985,40000
14254,Chikara,Narahara,Engineer,9/23/1994,50266
14257,Kwok,Massonet,Staff,2/4/1998,40000
14275,Tristan,Aseltine,Senior Staff,6/30/1999,94782
14287,Masali,Highland,Senior Staff,6/4/1998,45483
14287,Masali,Highland,Staff,6/4/1992,45483
14289,Paraskevi,Gist,Assistant Engineer,3/16/1999,60863
14290,Miyeon,Olivero,Senior Engineer,3/29/1992,78736
14292,Susanna,Vigier,Senior Staff,2/18/1997,41846
14292,Susanna,Vigier,Staff,2/19/1988,41846
14293,Qunsheng,Middleton,Senior Staff,5/9/1985,40000
14298,Chriss,Granlund,Engineer,1/7/1996,40000
14298,Chriss,Granlund,Senior Engineer,1/6/2001,40000
14310,Marlo,Leuchs,Senior Staff,2/23/1987,40000
14320,Sreenivas,Schaar,Engineer,6/30/1986,40000
14320,Sreenivas,Schaar,Senior Engineer,6/29/1992,40000
14322,Shem,Kakkad,Engineer,11/19/1999,50363
14323,Golgen,Leslie,Staff,8/5/1997,40000
14340,Vitaly,Wixon,Senior Engineer,12/19/1995,42858
