emp_no,first_name,last_name,title,to_date
13769,Yakichi,Trogemann,Senior Staff,1/1/9999
13775,Arve,Maierhofer,Senior Staff,1/1/9999
13786,Takushi,Berendt,Senior Staff,1/1/9999
13787,Xiaobin,Sinicrope,Senior Engineer,1/1/9999
13788,Takahira,Furedi,Assistant Engineer,4/12/1997
13792,Valery,Sury,Senior Staff,1/1/9999
13795,Mayuri,Gewali,Technique Leader,3/13/1988
13796,Paloma,Thorelli,Engineer,1/1/9999
13801,Shih,Mayerwieser,Staff,6/25/1999
13809,Kiyotoshi,Basagni,Senior Staff,1/1/9999
13815,Guadalupe,Plotkin,Senior Engineer,1/1/9999
13825,Arlette,Pell,Technique Leader,1/1/9999
13841,Christophe,Spinelli,Technique Leader,1/1/9999
13842,Juichirou,Cichocki,Senior Staff,1/1/9999
13846,Guiseppe,Welham,Senior Staff,1/1/9999
13853,Mingsen,Roohalamini,Senior Staff,1/1/9999
13859,Anoosh,Fujisawa,Senior Engineer,1/1/9999
13883,Kwangyoen,Barreiro,Senior Engineer,8/26/1991
13884,Kensei,Swift,Engineer,1/1/9999
13894,Ult,Schonegge,Engineer,1/1/9999
13904,Youngkon,Cairo,Senior Engineer,1/1/9999
13914,Serge,Albarhamtoshy,Senior Staff,1/15/1989
13916,Vidya,Wynblatt,Senior Staff,1/12/2002
13930,Sukumar,Chartres,Senior Staff,4/20/2000
13934,Shiv,Bratsberg,Senior Engineer,1/1/9999
13942,Elzbieta,Esteva,Technique Leader,1/1/9999
13951,Mooi,Genther,Senior Staff,1/1/9999
13960,Nechama,Hettesheimer,Senior Staff,1/1/9999
13962,Maris,Ghelli,Senior Engineer,1/1/9999
13966,Boguslaw,Cooman,Senior Staff,1/1/9999
13969,Jianwen,Chandrasekhar,Technique Leader,1/1/9999
13979,Turgut,Highland,Senior Engineer,12/26/1997
13986,Geraldo,Ramsey,Staff,1/19/1989
13990,Deborah,Schapiro,Engineer,1/1/9999
13992,Ulises,Kenevan,Senior Staff,1/1/9999
13999,Florian,Crouzet,Senior Staff,1/1/9999
14005,Vojin,Stellhorn,Technique Leader,1/1/9999
14015,Manibrata,Picaronny,Senior Engineer,1/1/9999
14034,Aloys,Seghrouchni,Senior Staff,1/1/9999
14041,Shan,DeMori,Senior Staff,1/1/9999
14045,Ymte,Alpin,Staff,8/12/1997
14067,Godehard,Trachtenberg,Senior Engineer,1/1/9999
14088,Mori,Leslie,Senior Staff,1/1/9999
14102,Feixiong,Jording,Engineer,2/21/1991
14107,Xiahua,Rindone,Senior Staff,1/1/9999
14111,Leszek,Cummings,Senior Staff,1/1/9999
14113,Along,Herber,Engineer,1/24/1988
14118,Kasturi,Anido,Senior Staff,1/1/9999
14139,Sachin,Conry,Engineer,12/26/1996
14167,Adas,Hertweck,Senior Engineer,1/1/9999
14191,Jiann,Luby,Senior Engineer,1/1/9999
14197,Adin,Chachaty,Senior Staff,12/24/2000
14209,Masanao,Kusakabe,Senior Staff,1/1/9999
14220,Tomofumi,Pargas,Senior Engineer,1/1/9999
14224,Guther,Conta,Staff,10/23/1986
14232,Masali,Bojadziev,Senior Engineer,1/1/9999
14236,Xuedong,Angiulli,Senior Staff,1/1/9999
14237,Abdulla,Gerlach,Senior Engineer,1/1/9999
14242,Sudhanshu,Benaini,Senior Staff,1/1/9999
14254,Chikara,Narahara,Engineer,11/14/1996
14257,Kwok,Massonet,Staff,1/1/9999
14275,Tristan,Aseltine,Senior Staff,11/17/2000
14287,Masali,Highland,Senior Staff,11/10/1999
14289,Paraskevi,Gist,Assistant Engineer,5/9/2001
14290,Miyeon,Olivero,Senior Engineer,1/1/9999
14292,Susanna,Vigier,Senior Staff,1/1/9999
14293,Qunsheng,Middleton,Senior Staff,9/12/1990
14298,Chriss,Granlund,Senior Engineer,1/1/9999
14310,Marlo,Leuchs,Senior Staff,1/1/9999
14320,Sreenivas,Schaar,Senior Engineer,1/1/9999
14322,Shem,Kakkad,Engineer,1/1/9999
14323,Golgen,Leslie,Staff,1/1/9999
14340,Vitaly,Wixon,Senior Engineer,1/1/9999
14344,Otilia,Buescher,Technique Leader,1/1/9999
14345,Barry,Ramsey,Engineer,7/15/1990
14354,Mong,Bojadziev,Senior Staff,1/1/9999
14360,Janche,Erbe,Senior Staff,1/1/9999
14372,Saniya,Srimani,Engineer,1/1/9999
14380,Shigeu,Heemskerk,Senior Staff,1/20/1997
14384,Tomofumi,Holburn,Technique Leader,1/1/9999
14422,Toshimo,Gadepally,Senior Engineer,1/1/9999
14434,Elvis,Maginnis,Technique Leader,1/1/9999
14439,Raimond,Woycyznski,Senior Engineer,1/1/9999
14441,Divine,Manders,Engineer,5/25/1990
14460,Yagil,Lueh,Senior Engineer,1/1/9999
14478,Munehiro,Boissier,Senior Staff,1/1/9999
14481,Moti,Lammel,Senior Engineer,1/1/9999
14483,Supot,Marrevee,Senior Engineer,1/1/9999
14486,Indrajit,Birdsall,Senior Engineer,1/1/9999
14498,Xiong,Selenyi,Senior Staff,1/1/9999
14501,Taizo,Kroft,Technique Leader,1/1/9999
14509,Danil,Aloia,Senior Staff,1/1/9999
14513,Samphel,Barreiro,Senior Staff,1/1/9999
14514,Fay,Denny,Senior Engineer,3/14/1997
14515,Kazuhisa,Versino,Senior Engineer,1/1/9999
14516,Kristian,Underwood,Senior Staff,1/1/9999
14518,Patricia,Peir,Engineer,1/1/9999
14522,Chuanyi,Ranta,Senior Staff,1/1/9999
14533,Kensei,Borovoy,Senior Engineer,11/24/1999
14537,Babette,Engelmann,Senior Engineer,1/1/9999
14539,Ashish,Danlos,Engineer,12/17/1998
14552,Ibibia,Snyers,Senior Engineer,1/1/9999
14556,Fatemeh,Zultner,Engineer,1/1/9999
14560,Elrique,Driscoll,Senior Engineer,1/1/9999
14581,Gao,Condotta,Senior Engineer,1/1/9999
14582,Kiyokazu,Morrin,Senior Engineer,1/1/9999
14600,Jayson,Cairo,Senior Staff,1/1/9999
14603,Lech,Marquardt,Senior Engineer,1/1/9999
14607,Suzette,Selvestrel,Staff,1/1/9999
14620,Jianhua,Erev,Senior Engineer,1/1/9999
14621,Souichi,Wixon,Senior Staff,1/1/9999
14632,Gudjon,McClurg,Senior Engineer,1/1/9999
14639,Arvind,Hempstead,Senior Staff,1/1/9999
14640,Toshimori,Kornatzky,Senior Engineer,1/1/9999
14642,Florian,Kuhnemann,Senior Engineer,1/1/9999
14645,Laurentiu,Glinert,Senior Engineer,1/1/9999
14648,IEEE,Lorys,Senior Staff,1/1/9999
14655,Jingling,Segond,Senior Staff,4/9/2002
14659,Sashi,Adachi,Senior Engineer,1/1/9999
14675,Teunis,Angel,Senior Staff,1/1/9999
14677,Herbert,Sifakis,Senior Engineer,1/1/9999
14683,Alois,Basart,Senior Engineer,1/1/9999
14690,Yechezkel,Bellone,Senior Engineer,1/1/9999
14693,Brewster,Stranks,Senior Staff,1/1/9999
14710,Mahmut,Hainaut,Senior Staff,1/1/9999
14713,Terresa,Ballarin,Technique Leader,6/2/1999
14722,Sachin,Jakobus,Staff,5/4/1999
14723,Constantino,Assaf,Senior Staff,1/1/9999
14724,Aron,Lemarechal,Senior Staff,1/1/9999
14774,Gio,Sigstam,Staff,8/12/2000
14780,Marlo,Bruckman,Senior Engineer,1/1/9999
14785,Zhonghua,Kaiser,Senior Engineer,1/1/9999
14793,Stein,Uchoa,Engineer,1/1/9999
14814,Odysseas,Nishimukai,Senior Staff,1/1/9999
14817,Gaurav,Masaki,Senior Engineer,1/1/9999
14821,Oguz,Kilgore,Engineer,1/1/9999
14839,Changho,Cronin,Senior Engineer,1/1/9999
14846,Magy,Joslin,Senior Engineer,5/27/1997
14853,Taiji,Nergos,Senior Engineer,1/1/9999
14854,Angus,Perko,Senior Staff,6/16/2001
14865,Ute,Serra,Senior Staff,3/11/1999
14871,Arnd,Kaiserswerth,Staff,6/23/1999
14877,Arto,Meriste,Senior Engineer,1/1/9999
14879,Anyuan,Sigstam,Senior Engineer,1/1/9999
14888,Temple,Barriga,Senior Staff,1/1/9999
14899,Alejandro,Casley,Senior Staff,1/1/9999
14905,Karsten,Baja,Engineer,12/28/1987
14906,Adil,Parveen,Senior Staff,1/1/9999
14908,Kerhong,Flanders,Senior Engineer,1/1/9999
14909,Mohan,Kamble,Senior Engineer,1/1/9999
14911,Xiaobin,Chelton,Senior Engineer,1/1/9999
14914,Gretta,Benzaken,Engineer,1/1/9999
14915,Huican,Picco,Engineer,1/1/9999
14923,Shuzo,Gyorkos,Technique Leader,1/1/9999
14928,Satoru,Mukaidono,Senior Staff,1/1/9999
14941,Nathan,Lichtner,Senior Engineer,1/1/9999
14942,Heon,Benveniste,Senior Engineer,1/1/9999
14949,Insup,Reinhart,Senior Engineer,1/1/9999
14954,Fox,Magliocco,Senior Engineer,1/1/9999
14955,Boguslaw,Kalefeld,Engineer,11/22/1994
14959,Kerryn,Hiyoshi,Technique Leader,7/14/2001
14966,Zhanqiu,Underwood,Staff,8/23/1998
14971,Fan,Simmen,Senior Staff,1/1/9999
14983,Hyuckchul,Pouyioutas,Senior Staff,1/1/9999
14987,Tiina,Demeyer,Engineer,12/20/2001
14993,Sanjay,Koblitz,Senior Engineer,1/1/9999
15005,Kiam,Sadowsky,Senior Engineer,1/1/9999
15016,Woody,Gulik,Senior Staff,1/1/9999
15018,Ramalingam,Prenel,Senior Staff,1/1/9999
15019,Qingxiang,Shokrollahi,Senior Engineer,1/1/9999
15024,Yurii,Rullman,Staff,12/10/2000
15029,Giordano,Koshino,Senior Staff,1/1/9999
15030,Rasikan,Nourani,Senior Staff,1/1/9999
15036,Ziva,Delgrande,Senior Engineer,1/1/9999
15049,Khun,Waymire,Senior Staff,1/1/9999
15052,Flemming,Kranzdorf,Senior Engineer,1/1/9999
15055,Shrikanth,Sherertz,Senior Staff,1/1/9999
15066,Tomokazu,Oaver,Senior Engineer,1/1/9999
15069,Manton,Siksek,Technique Leader,1/1/9999
15071,Ayonca,Couchot,Senior Staff,1/1/9999
15075,Radoslaw,Rijsenbrij,Senior Engineer,1/1/9999
15077,Toshiki,Taubenfeld,Senior Engineer,1/1/9999
15082,Guadalupe,Zirintsis,Technique Leader,1/1/9999
15087,Chirstian,Ushiama,Senior Engineer,1/1/9999
15089,Giri,Coney,Senior Engineer,1/1/9999
15092,Remmert,Bahi,Senior Staff,1/1/9999
15102,Luigi,Axelband,Senior Engineer,1/1/9999
15105,Sudhanshu,Itzigehl,Senior Staff,1/1/9999
15113,Zhiguo,Giaccio,Staff,1/26/1993
15114,Pantung,Honglei,Engineer,1/1/9999
15133,Kagan,Malinowski,Engineer,1/4/1998
15134,Arun,Luiz,Senior Staff,1/1/9999
15145,Haldon,Servieres,Senior Engineer,1/1/9999
15151,Urs,Pouyioutas,Senior Staff,1/1/9999
15176,Charlene,Sankaranarayanan,Senior Staff,1/1/9999
15193,Neelam,Schach,Senior Engineer,1/1/9999
15196,Souichi,Duclos,Senior Engineer,1/1/9999
15199,Heeju,Bernardinello,Senior Engineer,8/15/2000
15202,Pranay,Irland,Engineer,1/1/9999
15205,Cheong,Rodiger,Engineer,1/4/1995
15208,Sudharsan,Shokrollahi,Senior Staff,1/1/9999
15218,Shuky,Conry,Senior Staff,1/1/9999
15228,Mona,Salvesen,Senior Staff,1/1/9999
15230,Keiichiro,Suessmith,Senior Engineer,1/1/9999
15234,Jouko,Zhiwei,Senior Engineer,1/1/9999
15237,Reinhard,Sadowsky,Senior Engineer,1/1/9999
15243,Mountaz,Famili,Senior Staff,1/1/9999
15248,Edwin,Baar,Senior Staff,1/1/9999
15253,Ayonca,Pardalos,Senior Engineer,1/1/9999
15258,Guther,Karcich,Engineer,10/2/1999
15269,Eric,Reghbati,Senior Engineer,1/1/9999
15271,Shiv,Bernardeschi,Senior Staff,1/1/9999
15278,Adam,Rohrbach,Staff,11/10/1994
15292,Miyeon,Lammel,Senior Staff,1/1/9999
15295,Lobel,Peak,Engineer,11/9/1995
15312,Deniz,Linnainmaa,Engineer,2/25/1998
15324,Ziya,Lunn,Senior Engineer,1/1/9999
15329,Fan,Openshaw,Engineer,1/1/9999
15330,Jaroslava,Chinal,Senior Staff,1/1/9999
15334,Luerbio,Kuzuoka,Engineer,10/22/2001
15337,Masaru,Radivojevic,Senior Engineer,1/1/9999
15343,Chaosheng,Luce,Senior Engineer,1/1/9999
15354,Chikara,Nyrup,Staff,1/1/9999
15365,Mikhail,Schiettecatte,Senior Engineer,1/1/9999
15369,Premal,Penttonen,Staff,1/1/9999
15370,Chuanyi,Nilsson,Senior Engineer,1/1/9999
15372,Nahum,Broder,Senior Staff,1/1/9999
15375,Shuho,Manders,Senior Staff,1/1/9999
15377,Shugo,Aumann,Senior Engineer,1/1/9999
15382,Alassane,Siegrist,Senior Staff,1/1/9999
15386,Genki,Sambasivam,Staff,6/18/1999
15392,Pradeep,Markovitch,Assistant Engineer,1/1/9999
15408,Maik,Penttonen,Staff,1/1/9999
15410,Wilmer,Kushner,Senior Staff,1/1/9999
15412,Huai,Thiria,Senior Engineer,1/1/9999
15438,Constantijn,Munoz,Senior Staff,1/1/9999
15441,Arvind,Weisert,Senior Staff,1/1/9999
15452,Kazuhira,Weedman,Engineer,1/1/9999
15454,Hongzue,Cesareni,Senior Staff,1/1/9999
15470,Weiwu,Huhdanpaa,Engineer,1/1/9999
15474,Gilbert,Plumb,Senior Staff,1/1/9999
15479,Zhenbing,Soicher,Senior Engineer,1/1/9999
15480,Kwok,Trogemann,Senior Engineer,1/1/9999
15504,Kasturi,Alpin,Engineer,1/1/9999
15505,Collette,Mikschl,Senior Engineer,1/1/9999
15510,Inderjeet,Sethi,Senior Engineer,1/1/9999
15511,George,Kowalchuk,Senior Staff,1/1/9999
15518,Uno,Valtorta,Senior Engineer,1/1/9999
15525,Masadi,Cherinka,Senior Engineer,1/1/9999
15534,Guozhong,Grabner,Senior Staff,1/1/9999
15539,Shigeichiro,Spieker,Senior Staff,7/17/1996
15543,Mingdong,Staelin,Senior Engineer,1/1/9999
15545,Masadi,Suri,Engineer,1/6/1993
15548,Sanjai,Caine,Senior Engineer,1/1/9999
15563,Constantino,Zykh,Senior Staff,1/1/9999
15565,TRUE,Muchinsky,Senior Staff,1/1/9999
15566,Baoqiu,Azuma,Senior Staff,1/1/9999
15569,Rosalie,Garnick,Senior Staff,12/12/1998
15600,Mack,Perna,Senior Engineer,1/1/9999
15601,Carrsten,Anily,Senior Staff,1/1/9999
15623,Vishu,Falby,Senior Engineer,2/8/2000
15641,Jaana,Roisin,Senior Staff,4/19/2001
15651,Huan,Iwayama,Senior Engineer,1/1/9999
15656,Mohammad,Schaaf,Senior Staff,1/1/9999
15666,Pintsang,Rothenberg,Assistant Engineer,6/11/1999
15682,Hiroyasu,Przulj,Senior Engineer,1/1/9999
15687,Dekang,Ambroszkiewicz,Senior Staff,1/1/9999
15703,Chenye,Hanratty,Engineer,1/1/9999
15708,Reuven,Kushnir,Senior Staff,1/1/9999
15714,Troy,Bala,Engineer,1/1/9999
15715,Insup,Ibel,Staff,1/1/9999
15726,Zhilian,Parascandalo,Senior Staff,1/1/9999
15728,Jaewon,Nooteboom,Senior Staff,5/30/2002
15739,Poorav,Bahr,Engineer,1/1/9999
15740,Stepehn,Pocchiola,Senior Staff,1/1/9999
15750,Arumugam,Bresenham,Senior Engineer,1/1/9999
15753,Sanjay,Breugel,Senior Engineer,5/2/2002
15762,Kien,Impagliazzo,Staff,12/19/1997
15765,Tonny,Taubenfeld,Senior Engineer,1/1/9999
15767,Baocai,Broomell,Senior Engineer,1/1/9999
15769,Pranay,Oskamp,Staff,1/1/9999
15788,Taegyun,Deyuan,Senior Engineer,1/1/9999
15799,Manton,Gelosh,Senior Staff,1/1/9999
15809,Mingsen,Antonisse,Senior Staff,1/1/9999
15819,Magdalena,Rajcani,Senior Staff,1/1/9999
15821,Aleksander,Antonakopoulos,Engineer,1/1/9999
15846,Bowen,Litecky,Technique Leader,1/1/9999
15861,Gio,Anido,Senior Staff,1/1/9999
15866,Angel,Seiwald,Senior Engineer,1/1/9999
15869,Guoxiang,Bala,Senior Engineer,1/1/9999
15876,Munehiro,Vakili,Senior Engineer,1/1/9999
15877,Yannik,Kroll,Engineer,1/1/9999
15880,Miquel,Dechter,Technique Leader,1/1/9999
15889,Sasan,Azumi,Senior Engineer,1/1/9999
15892,Lunjin,Pettis,Senior Engineer,1/1/9999
15901,Marsja,Fargier,Senior Engineer,1/1/9999
15902,Kazuhide,Stille,Senior Staff,1/1/9999
15905,DeForest,Petersohn,Senior Engineer,1/1/9999
15911,Shaibal,Viele,Senior Engineer,1/1/9999
15912,Piyawadee,Cichocki,Senior Staff,5/18/1998
15920,Sanjit,Laurillard,Engineer,3/26/1993
15934,Kensyu,Shinomoto,Assistant Engineer,1/1/9999
15938,Garnik,Covnot,Senior Staff,1/1/9999
15942,Murthy,Rosca,Senior Engineer,1/1/9999
15943,Yakkov,Demke,Senior Engineer,1/1/9999
15945,Hauke,Larfeldt,Senior Engineer,1/1/9999
15946,Sham,Onuegbe,Technique Leader,12/3/1997
15948,Karoline,Versino,Senior Engineer,1/1/9999
15955,Yuguang,Dratva,Senior Engineer,1/1/9999
15971,Arumugam,Aloia,Senior Engineer,1/1/9999
15977,King,Ballarin,Senior Staff,1/1/9999
15978,Kaijung,Wielonsky,Engineer,1/1/9999
15993,Yoshimitsu,Peir,Senior Engineer,1/1/9999
16000,Marek,Demos,Senior Engineer,1/1/9999
16018,Boutros,Papadias,Senior Engineer,1/1/9999
16019,Chaoyi,Heystek,Senior Engineer,1/1/9999
16025,Doowon,Luce,Senior Engineer,1/1/9999
16028,JiYoung,Takkinen,Senior Engineer,1/1/9999
16033,Wayne,Spelt,Senior Staff,1/1/9999
16052,Maria,Rodham,Senior Engineer,1/1/9999
16066,Marsha,Penn,Senior Staff,1/1/9999
16068,Leandro,Zongker,Senior Staff,1/1/9999
16076,Marko,Ebeling,Engineer,1/1/9999
16077,Kannan,Heemskerk,Senior Engineer,1/1/9999
16086,Mohammad,Denos,Senior Engineer,1/1/9999
16094,Berto,Rosar,Senior Engineer,1/1/9999
16099,Mohan,Ferretti,Senior Staff,1/1/9999
16105,Alper,Tetzlaff,Senior Staff,5/8/1996
16126,Tse,Crabtree,Staff,1/1/9999
16130,Kerryn,Belinskaya,Engineer,1/1/9999
16134,Annemarie,Chaudhuri,Senior Engineer,1/1/9999
16138,Leucio,Krzyzanowski,Senior Staff,1/1/9999
16146,Cathie,Meriste,Senior Engineer,5/11/1998
16154,Monique,Docker,Technique Leader,1/1/9999
16164,Janche,Kinley,Senior Engineer,5/31/2001
16185,Marin,Winter,Technique Leader,1/1/9999
16192,Leandro,Sigstam,Senior Engineer,1/1/9999
16201,Krassimir,Olano,Technique Leader,1/1/9999
16203,Mori,Kulisch,Engineer,7/6/1994
16212,Izaskun,Glinert,Engineer,5/23/1995
16222,Shaz,Thummel,Engineer,1/11/1997
16227,Hitomi,Vural,Senior Engineer,1/1/9999
16229,Ronnie,Lanzelotte,Senior Staff,1/1/9999
16230,Ung,Babu,Senior Staff,1/1/9999
16233,Sushant,Baba,Senior Staff,1/1/9999
16234,Jacopo,Basart,Senior Staff,1/1/9999
16237,Slavian,Leaver,Senior Engineer,7/12/1993
16246,Makato,Masaki,Engineer,1/1/9999
16252,Carrsten,Mattern,Senior Engineer,1/1/9999
16255,Tomokazu,Ohori,Senior Engineer,3/23/2001
16266,Mikhail,Sethi,Senior Staff,1/1/9999
16272,Shuho,Zeleznik,Senior Engineer,1/1/9999
16274,Sadun,Navazio,Senior Staff,1/1/9999
16302,Bedir,Speek,Engineer,12/6/1988
16324,Billie,Bazzichi,Staff,1/1/9999
16331,Giap,Garnham,Senior Staff,12/27/2000
16337,Hironoby,Schaad,Senior Engineer,1/1/9999
16341,Boutros,Fendler,Senior Staff,1/1/9999
16355,Nikolaos,Luca,Senior Staff,1/1/9999
16360,Sham,Jonsson,Senior Engineer,5/2/1997
16364,Yifei,Gini,Senior Staff,1/1/9999
16365,Janalee,Mellouli,Senior Staff,1/1/9999
16373,Narain,Aseltine,Senior Staff,5/19/1999
16377,Duri,Stanger,Engineer,1/1/9999
16380,Zhilian,Chleq,Senior Staff,1/1/9999
16382,Chaoyi,Talmon,Senior Engineer,1/1/9999
16383,Lidong,Czap,Senior Engineer,1/1/9999
16388,Subhankar,Georgatos,Senior Staff,1/1/9999
16396,Guangming,Yoshimura,Senior Staff,4/15/2000
16397,Shimshon,Cusworth,Senior Staff,1/1/9999
16398,Limsoon,Krzyzanowski,Senior Staff,1/1/9999
16399,Apostol,Collette,Senior Staff,1/1/9999
16404,Rafols,Rabehasaina,Senior Engineer,1/1/9999
16412,Moss,Tokunaga,Technique Leader,1/1/9999
16425,Idoia,Beerel,Senior Engineer,1/1/9999
16438,Abdulla,Demeyer,Senior Engineer,1/1/9999
16446,Jouko,Chinin,Senior Staff,1/1/9999
16447,Zhiguo,Savasere,Senior Engineer,1/1/9999
16448,Tsvetan,Zwicker,Senior Engineer,1/1/9999
16453,Goncalo,Basart,Senior Staff,1/1/9999
16471,Bogdan,Birta,Staff,1/1/9999
16478,Bedir,Wroclawski,Senior Staff,9/11/1998
16479,Jixiang,Eiter,Senior Staff,1/1/9999
16486,Sanjay,Perin,Senior Staff,1/1/9999
16487,Arunas,Yemenis,Senior Staff,1/1/9999
16490,Muzhong,Thiria,Senior Staff,1/1/9999
16491,Emdad,Radwan,Senior Staff,1/1/9999
16500,Elvis,Servieres,Senior Staff,9/10/2000
16504,Mong,Cromarty,Senior Engineer,1/1/9999
16510,Mototsugu,Vecchio,Senior Staff,1/1/9999
16537,Weidon,Seiwald,Senior Engineer,1/1/9999
16539,Gretta,Fetvedt,Senior Engineer,1/1/9999
16546,Sangeeta,Lanphier,Senior Engineer,1/1/9999
16549,Olivera,Thibadeau,Senior Staff,1/1/9999
16551,Sadegh,Ranon,Senior Engineer,1/1/9999
16556,Mostafa,Hiltgen,Senior Engineer,1/1/9999
16557,Fan,Majewski,Senior Engineer,3/20/2002
16567,Hein,Senzako,Senior Staff,1/1/9999
16570,Uta,Matzen,Senior Engineer,1/1/9999
16580,Masaru,Valiente,Senior Engineer,1/1/9999
16607,Vishwani,Honglei,Senior Staff,1/1/9999
16608,Boguslaw,Greibach,Engineer,8/26/1988
16619,Arvind,Boguraev,Senior Engineer,1/1/9999
16657,Yongdong,Heyers,Senior Engineer,1/1/9999
16658,Florian,Soicher,Senior Staff,1/1/9999
16672,Georgi,Peris,Senior Staff,1/1/9999
16674,Duke,Takanami,Technique Leader,1/1/9999
16679,Domenick,Cummings,Engineer,1/1/9999
16683,Hatem,Ghandeharizadeh,Senior Engineer,1/1/9999
16706,Gad,Krone,Senior Engineer,6/24/1999
16716,Ramachenga,Zumaque,Engineer,1/1/9999
16719,Sasan,Benantar,Senior Staff,1/1/9999
16723,Mohd,Randt,Senior Staff,1/1/9999
16729,Kirk,Broomell,Senior Staff,1/1/9999
16731,Domenico,Versino,Senior Engineer,1/1/9999
16733,Zijian,Serna,Engineer,8/13/1989
16759,Vojin,Masaki,Senior Engineer,1/1/9999
16799,Shigeichiro,Bamford,Senior Engineer,1/1/9999
16801,Gila,Strooper,Senior Engineer,1/1/9999
16803,Ziva,Rohrbach,Engineer,1/1/9999
16806,Sreekrishna,Dayana,Senior Staff,1/1/9999
16808,Kiyokazu,Katiyar,Senior Staff,1/1/9999
16832,Mads,Binkley,Senior Engineer,1/23/1993
16851,Leon,Stasinski,Senior Staff,1/1/9999
16852,Yefim,Fontet,Senior Engineer,1/1/9999
16858,Akeno,Gustavson,Senior Staff,8/9/1995
16862,JiYoung,Eppinger,Senior Engineer,1/1/9999
16864,Candido,Gecsel,Engineer,1/1/9999
16868,Gou,Vandervoorde,Staff,6/22/1997
16869,Yakkov,Huttel,Senior Staff,1/1/9999
16871,Munir,Stiles,Senior Engineer,1/1/9999
16875,Nikolaos,Radhakrishnan,Engineer,1/1/9999
16880,Honesty,Bresenham,Technique Leader,1/1/9999
16885,Ronghao,Stentiford,Senior Staff,8/1/1997
16897,Charlene,Ebeling,Technique Leader,1/1/9999
16910,Kazunori,Botman,Senior Engineer,1/1/9999
16919,Tesuya,Yurov,Engineer,1/1/9999
16921,Evgueni,Yeung,Senior Staff,1/1/9999
16929,Murthy,Burnard,Senior Engineer,8/12/2000
16954,Akhilish,Apsitis,Senior Staff,1/1/9999
16955,Sangeeta,Marrakchi,Senior Staff,1/1/9999
16969,Sanjit,Braccini,Senior Engineer,1/1/9999
16986,Hirochika,Gecseg,Senior Engineer,1/1/9999
16988,Xiong,Peron,Senior Staff,1/1/9999
16993,Hongzue,Dahlbom,Senior Staff,1/1/9999
16996,Shigenori,Millington,Staff,10/29/2000
16999,Bezalel,Sadowsky,Senior Staff,1/1/9999
17012,Valdiodio,Petereit,Senior Engineer,1/1/9999
17018,Berhard,Tasistro,Senior Engineer,1/1/9999
17024,Ewing,Siepmann,Senior Engineer,1/1/9999
17041,Nishit,Montemayor,Senior Staff,1/1/9999
17046,Fay,Kornyak,Senior Engineer,1/1/9999
17047,Qingxiang,Rijsenbrij,Engineer,3/6/1988
17048,Christoph,Murthy,Senior Engineer,1/1/9999
17055,Marin,Wixon,Senior Engineer,1/1/9999
17063,Anoosh,Thiran,Senior Staff,1/1/9999
17066,Heping,Ruther,Senior Engineer,1/1/9999
17068,Bodh,Gopalakrishnan,Assistant Engineer,1/1/9999
17072,Richara,Bala,Senior Staff,1/1/9999
17076,Gudjon,Hitomi,Senior Engineer,1/1/9999
17078,Gill,Hinsberger,Senior Staff,1/1/9999
17081,Weiru,Murtafg,Senior Engineer,1/1/9999
17089,Rafail,Erman,Senior Staff,1/1/9999
17097,Cathie,Berztiss,Engineer,3/26/1990
17098,Xuedong,Gelosh,Senior Engineer,1/1/9999
17101,Sandeepan,Compeau,Senior Engineer,1/1/9999
17102,Radhika,Garnick,Staff,1/1/9999
17103,Takahiro,Feldmann,Senior Engineer,1/1/9999
17112,Yuguang,Vickson,Engineer,7/16/1998
17120,Yifei,Polupanov,Senior Staff,1/1/9999
17125,Akhilish,Zweizig,Senior Engineer,1/1/9999
17126,Matk,Schapire,Senior Staff,1/1/9999
17140,Mabhin,Schwabacher,Assistant Engineer,6/15/1998
17143,Ziyad,Munke,Senior Engineer,1/1/9999
17146,Aemilian,Barbanera,Staff,1/1/9999
17154,Aria,Milicia,Staff,2/5/1995
17158,Danai,Vecchio,Senior Engineer,1/1/9999
17159,Quingbo,Mitchem,Senior Engineer,1/1/9999
17160,Shay,Montemayor,Senior Engineer,1/1/9999
17163,Yurii,Papsdorf,Senior Engineer,1/1/9999
17185,Danai,Wilfing,Senior Staff,11/24/1996
17199,Vasilis,Guardalben,Senior Staff,1/1/9999
17204,Jacqueline,Erdmenger,Senior Staff,1/1/2002
17215,Junichi,Langford,Senior Engineer,1/1/9999
17220,Lorien,Panwar,Senior Engineer,1/1/9999
17222,Leen,Muchinsky,Senior Engineer,1/1/9999
17224,Denis,Back,Senior Engineer,1/21/1998
17235,Ronnie,Rissanen,Senior Engineer,1/1/9999
17236,Matk,Merro,Senior Engineer,1/1/9999
17245,Neven,Milicia,Staff,1/1/9999
17260,Abdulah,Famili,Engineer,1/1/9999
17275,Shmuel,Danlos,Senior Staff,3/25/1993
17277,Arnd,Hopewell,Senior Engineer,1/1/9999
17280,Xuejia,Merle,Senior Engineer,1/1/9999
17285,Mario,Weiland,Senior Staff,1/1/9999
17293,Demin,Alpin,Senior Engineer,8/1/2001
17294,Shrikanth,Pietrzykowski,Senior Engineer,1/1/9999
